0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.11083991594463162,0.12259641752330659,0.03792048776492606,0.9064576117921802,0.04151771044803633,0.19819959679154775,0.01231363581325396,0.009909923135953513,0.043166784282379835,0.25181258650229443,0.10425328762788219,0.009181807175960947,0.8777481721300924,0.009080525025227949,0.0944904344203288,0.13817475437287702,0.004199403063055715,0.009326149918302882,0.17855150170198655,0.05716639254548418
0.950869092359499,0.9976524873670872,0.17452631171187663,0.028103539316026088,0.02618837309200779,0.3803285919139525,0.10742000528482153,0.004160591722457896,0.06270638022201844,0.4020529280145058,0.26468701329934213,0.006800519732076131,0.12422449935294548,0.20065230194735842,0.6659414565052321,0.4173830629995257,0.008639490333026691,0.001093783745421667,0.010426617889738537,0.044960458806481765
0.0047516592798573735,0.0014809101211402458,0.07044874460651752,0.00020794063533799867,0.06469924628671361,0.00038078714053778063,0.001862193172539676,0.0016779535720174825,0.003858526945889467,0.004924352587324956,0.064759040429265,0.008891751507105103,0.00010356946650695572,0.00029397428271451967,0.30556520703061335,0.014285994431537549,0.0029959788622373434,0.0039158346425911044,0.14755429300402867,0.04896593340039861
0.0020230590044860706,0.002883933181484332,0.0026756164556956652,0.35299666095308174,0.006317747411607069,0.0021105241504703076,0.0029174833935735256,0.0060445974588350096,0.029747656618743085,0.0022945876687903853,0.0024610570503068724,0.03367222212852661,0.001458142207309067,0.001637003056393754,0.0014762180269646335,0.026751752752334063,0.001684318020223717,0.004310965705908917,0.03548606922031032,0.008678351344386187
0.0196005797591705,0.0426980943623876,0.37381997680128165,0.0029170522689104276,0.994298928558952,0.0005165169864251573,0.5231265664977287,0.13248531838098834,0.040766184964007746,0.39988555886721905,0.2184339876981348,0.5887438411520017,0.008720437020810802,0.006057729631085317,0.0013362294140206324,0.28535206826389664,0.03451482414931664,0.6766327689295538,0.43788432061979654,0.0014249112444383169
0.008278032897218433,0.002057828822435335,0.0008076439607099612,0.0014164390300183932,0.0022928764635395346,0.9995944109307786,0.0250132065113472,0.006678409155725582,0.0021603842058105917,0.009342796304715618,0.008741743919646442,0.0020857813108519615,0.00029823351798062136,0.0009938636199211014,0.0009521413977118171,0.01022825491281126,0.016495476035387587,0.0006495407862629548,0.0009315714257906258,0.030119350305815182
0.04931554181849884,0.0046723386423078925,0.0035195368807330587,0.013269729830977241,0.004484527186363329,0.0002050146661366246,0.037169054380096975,0.0017958137121364744,0.026961588285887544,0.0018669300904144432,0.0016107174812302661,0.05930655344831334,0.00011211121585464561,0.0008835982791227908,0.0011731648946750166,0.045463479609815206,0.0025720497060330513,0.01402836005116686,0.011260474706879667,0.004989495013376512
0.016520099381699353,0.008677068490683289,0.2685742012994525,0.4232219931755088,0.0014488303810443158,0.04662418004330597,0.004808477317683059,0.9999997303763338,0.028007073111023583,0.002456375665516526,0.0023660580913485154,0.01592093479772736,0.00023316801588427785,0.0004362087416956282,0.014210087386518591,0.0028448647846558523,0.0061367024539264025,0.004602124038707355,0.0010368500552851293,0.9501992201965365
0.0046717007959335075,0.005735817841599199,0.12802885118577526,0.007344219871793375,0.0018843036111529483,0.004524696927727494,0.007265293254800001,0.0015088217570543825,0.14474860525048563,0.2196043025779306,0.011128637551679574,0.009518147637046,0.33973364431277847,0.9924133829481488,0.0012348559039482925,0.4423389210058596,0.9809814748140387,0.0012199846131834724,0.0008248874918074285,0.07617725649871826
0.003338683592310051,0.0013921163266169692,0.0038856839423873964,0.0003021623497031034,0.006152936519921729,0.0007651017500922409,0.18954384379999525,0.002985460160941837,0.221033880828094,0.44716869602141807,0.014443320993132098,0.00457892145834457,0.005278912341117999,0.30522751768337697,0.0034817645121975114,0.002590245350534714,0.007145768548916675,0.0011677656633937042,0.006240577539200137,0.0029587245038863712
0.02244556671475261,0.03336879119805995,0.0011378447169792943,0.0011288861677512777,0.0012279665208409843,0.0003130282057356863,0.0034048157951724906,0.0025889794704544045,0.005404044665865572,0.0008777821948752497,0.5999362906261095,0.0017268551592131828,0.0012578717432583588,0.0002328019278973344,0.00347991238886432,0.00129028403440797,0.09165712749723989,0.035152217636596275,0.019979075785592656,0.0019039921272142927
0.0015673421555754989,0.009334849096770466,0.0998421055825605,0.0010379074686803376,0.0010992287856416972,0.0007012641666213355,0.17246843443587537,0.00214321873110213,0.012188921906732323,0.0018796843182751015,0.001380155924317862,0.37109487710165684,0.00039583572462732725,0.006704478704086997,0.0017137392476126452,0.030373154175470086,0.0029876265731885432,0.0012702861427761492,0.0009376290861319714,0.0021168343857506334
0.001338067728584707,0.004407222272928314,0.008975386765861359,0.031306540350247866,0.16707381579417158,0.4138589539454,0.011126912658527824,0.004271157769168013,0.22117355346651701,0.004327537144323196,0.01652488004562542,0.004380556837541953,0.0009562661838465547,0.001353916334802013,0.023249825527313004,0.0040477642580734365,0.008563753919771079,0.0016964637503016746,0.004082365744401507,0.005136968381035369
0.025914383013487127,0.002073174602619792,0.3104540877224924,0.02262526891981185,0.01963621878837054,0.0010362577214878379,0.19775094819370792,0.003301305057313809,0.699782300774096,0.0026095849634689347,0.0660621844760225,0.0028906417858507883,0.00014932941014017594,0.4177464423938739,0.21915158984309763,0.09204173427985832,0.004600476208717884,0.0006871656857701348,0.0028232927576411397,0.03261571045784307
0.03054069367139895,0.01613006980620014,0.01811175021167544,0.0007156681834380584,0.007468221996292591,0.0002826135949774867,0.0029339139297500003,0.022828704142525063,0.0035949549988202444,0.007935099118999952,0.002053699650486405,0.0088643647525262,0.6465376394257671,0.004903320763611609,0.021530174355244895,0.0011108575199543977,0.0033490906086592115,0.003545439598679043,0.0046116813675301915,0.0014998548497989735
